SiteCode,sdatetime,sdate,Year,Month,DOY,Sample_ID,Sample_Qualifier,Enterococci,Reporting_Limit,Lab_Qualifier,Bacteria,Bacteria_Flag,Rain24,Rain48,Salinity,Air_Temp,Water_Temp,Weather,Past24HR_Weather,Past48HR_Weather,Tide_Stage,Water_Surface,Current
WIL-02,2010-07-06T09:18:00Z,2010-07-06,2010,7,187,WIL-02 7/6/2010,NA,NA,10,U,10,TRUE,NA,0,31,21.299999239999998,16.89999962,CLEAR,NA,NA,NA,CALM,NA
WIL-02,2010-07-07T09:20:00Z,2010-07-07,2010,7,188,WIL-02 7/7/2010,NA,10,10,NA,10,NA,NA,0,31,21.60000038,19,CLEAR,NA,NA,NA,CALM,NA
WIL-02,2010-08-11T09:25:00Z,2010-08-11,2010,8,223,WIL-02 8/11/2010,NA,10,10,NA,10,NA,NA,0,32,22,17.200000760000002,CLEAR,NA,NA,NA,CALM,NA
WIL-02,2010-08-16T09:15:00Z,2010-08-16,2010,8,228,WIL-02 8/16/2010,NA,97,10,NA,97,NA,NA,0.1,35,19,17.5,RAIN,NA,MEDIUM RAIN,NA,CALM,NA
WIL-02,2010-08-17T12:49:00Z,2010-08-17,2010,8,229,WIL-02 8/17/2010,NA,NA,10,U,10,TRUE,NA,0,32,23,18,PARTLY CLOUDY,NA,NA,NA,CALM,NA
WIL-02,2010-08-18T09:37:00Z,2010-08-18,2010,8,230,WIL-02 8/18/2010,NA,NA,10,U,10,TRUE,NA,0,33,NA,16.799999239999998,CLEAR,NA,NA,NA,CALM,NA
WIL-02,2010-08-02T09:20:00Z,2010-08-02,2010,8,214,WIL-02 8/2/2010,NA,20,10,NA,20,NA,NA,0,33,21,17.5,CLEAR,NA,NA,NA,CALM,NA
WIL-02,2010-08-23T09:26:00Z,2010-08-23,2010,8,235,WIL-02 8/23/2010,NA,31,10,NA,31,NA,NA,0.08,33,17,17,RAIN,NA,MEDIUM RAIN,NA,ROUGH,NA
WIL-02,2010-08-24T00:00:00Z,2010-08-24,2010,8,236,WIL-02 8/24/2010,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,PARTLY CLOUDY,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2010-08-25T09:19:00Z,2010-08-25,2010,8,237,WIL-02 8/25/2010,NA,1014,10,NA,1014,NA,NA,2.4,31,NA,16.5,RAIN,NA,HEAVY RAIN,NA,NA,NA
WIL-02,2010-08-26T10:24:00Z,2010-08-26,2010,8,238,WIL-02 8/26/2010,NA,31,10,NA,31,NA,NA,2.4,30,21,19.200000760000002,CLEAR,NA,HEAVY RAIN,NA,CALM,NA
WIL-02,2010-08-04T09:19:00Z,2010-08-04,2010,8,216,WIL-02 8/4/2010,NA,NA,10,U,10,TRUE,NA,0,31,NA,16.5,CLEAR,NA,NA,NA,CALM,NA
WIL-02,2010-08-09T09:31:00Z,2010-08-09,2010,8,221,WIL-02 8/9/2010,NA,20,10,NA,20,NA,NA,0,33,24,16,CLEAR,NA,NA,NA,CALM,NA
WIL-02,2012-08-13T10:30:00Z,2012-08-13,2012,8,226,WIL-02 8/13/2012,NA,20,NA,NA,20,NA,NA,0.45,35,23,20.7,CLEAR,NA,MEDIUM RAIN,NA,CALM,NA
WIL-02,2012-08-15T09:45:00Z,2012-08-15,2012,8,228,WIL-02 8/15/2012,NA,20,NA,NA,20,NA,NA,0,33,24,18.2,OVERCAST,NA,NO RAIN,NA,CALM,NA
WIL-02,2012-08-20T10:30:00Z,2012-08-20,2012,8,233,WIL-02 8/20/2012,NA,20,NA,NA,20,NA,NA,0.05,34,22.5,18.2,CLEAR,NA,LIGHT RAIN,NA,ROUGH,NA
WIL-02,2012-08-22T09:45:00Z,2012-08-22,2012,8,235,WIL-02 8/22/2012,NA,72,NA,NA,72,NA,NA,0,32,20.2,19.7,PARTLY CLOUDY,NA,NO RAIN,NA,CALM,NA
WIL-02,2012-08-29T09:45:00Z,2012-08-29,2012,8,242,WIL-02 8/29/2012,NA,30,NA,NA,30,NA,NA,0.05,33,20.6,18,CLEAR,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2013-05-29T09:45:00Z,2013-05-29,2013,5,149,WIL-02 5/29/2013,NA,495,NA,NA,495,NA,NA,0.18,27,12.4,10.6,RAIN,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2013-05-30T09:30:00Z,2013-05-30,2013,5,150,WIL-02 5/30/2013,NA,52,NA,NA,52,NA,NA,1,29,14,12.4,CLEAR,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2013-06-03T11:35:00Z,2013-06-03,2013,6,154,WIL-02 6/03/2013,NA,63,NA,NA,63,NA,NA,0.5,30,21.5,11.6,OVERCAST,NA,HEAVY RAIN,NA,CALM,NA
WIL-02,2013-06-05T10:27:00Z,2013-06-05,2013,6,156,WIL-02 6/05/2013,NA,NA,10,U,10,TRUE,NA,0.03,29,19.9,12.4,CLEAR,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2013-06-10T11:30:00Z,2013-06-10,2013,6,161,WIL-02 6/10/2013,NA,20,NA,NA,20,NA,NA,0,28,17.1,14.8,OVERCAST,NA,NO RAIN,NA,CALM,NA
WIL-02,2013-06-12T10:37:00Z,2013-06-12,2013,6,163,WIL-02 6/12/2013,NA,31,NA,NA,31,NA,NA,1,27,16.5,14.3,RAIN,NA,HEAVY RAIN,NA,ROUGH,NA
WIL-02,2013-06-17T11:45:00Z,2013-06-17,2013,6,168,WIL-02 6/17/2013,NA,NA,NA,NA,NA,NA,NA,0,28,20.4,15,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2013-06-19T10:45:00Z,2013-06-19,2013,6,170,WIL-02 6/19/2013,NA,10,NA,NA,10,NA,NA,0.1,29,19,14,CLEAR,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2013-06-24T11:42:00Z,2013-06-24,2013,6,175,WIL-02 6/24/2013,NA,158,NA,NA,158,NA,NA,1,29,30.2,13.8,CLEAR,NA,HEAVY RAIN,NA,CALM,NA
WIL-02,2013-06-25T14:10:00Z,2013-06-25,2013,6,176,WIL-02 6/25/2013,NA,41,NA,NA,41,NA,NA,1,29,21.3,16,PARTLY CLOUDY,NA,HEAVY RAIN,NA,ROUGH,NA
WIL-02,2013-06-26T10:20:00Z,2013-06-26,2013,6,177,WIL-02 6/26/2013,NA,122,NA,NA,122,NA,NA,1,26,20.5,15.4,PARTLY CLOUDY,NA,HEAVY RAIN,NA,ROUGH,NA
WIL-02,2013-07-01T11:56:00Z,2013-07-01,2013,7,182,WIL-02 7/01/2013,NA,20,NA,NA,20,NA,NA,1,22,21.4,17.8,OVERCAST,NA,HEAVY RAIN,NA,CALM,NA
WIL-02,2013-07-03T10:34:00Z,2013-07-03,2013,7,184,WIL-02 7/03/2013,NA,84,NA,NA,84,NA,NA,1,24,17.5,15.5,OVERCAST,NA,HEAVY RAIN,NA,CALM,NA
WIL-02,2013-07-08T11:00:00Z,2013-07-08,2013,7,189,WIL-02 7/08/2013,NA,31,NA,NA,31,NA,NA,0.25,25,18.6,18.2,OVERCAST,NA,MEDIUM RAIN,NA,ROUGH,NA
WIL-02,2013-07-10T10:16:00Z,2013-07-10,2013,7,191,WIL-02 7/10/2013,NA,63,NA,NA,63,NA,NA,0.5,24,16.5,17.3,OVERCAST,NA,MEDIUM RAIN,NA,ROUGH,NA
WIL-02,2013-07-15T12:04:00Z,2013-07-15,2013,7,196,WIL-02 7/15/2013,NA,NA,10,U,10,TRUE,NA,0,25,27.2,20.5,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2013-07-17T10:25:00Z,2013-07-17,2013,7,198,WIL-02 7/17/2013,NA,NA,10,U,10,TRUE,NA,0.1,26,26.2,18.2,CLEAR,NA,MEDIUM RAIN,NA,CALM,NA
WIL-02,2013-07-22T12:45:00Z,2013-07-22,2013,7,203,WIL-02 7/22/2013,NA,73,NA,NA,73,NA,NA,0,29,19.6,15.9,OVERCAST,NA,NO RAIN,NA,CALM,NA
WIL-02,2013-07-24T10:18:00Z,2013-07-24,2013,7,205,WIL-02 7/24/2013,NA,74,NA,NA,74,NA,NA,1,27,22.1,18.1,CLEAR,NA,HEAVY RAIN,NA,CALM,NA
WIL-02,2013-07-29T11:15:00Z,2013-07-29,2013,7,210,WIL-02 7/29/2013,NA,20,NA,NA,20,NA,NA,0.3,25,18.6,17.6,OVERCAST,NA,MEDIUM RAIN,NA,CALM,NA
WIL-02,2013-07-31T10:25:00Z,2013-07-31,2013,7,212,WIL-02 7/31/2013,NA,NA,NA,NA,NA,NA,NA,0.1,26,23.1,17.6,CLEAR,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2013-08-05T11:50:00Z,2013-08-05,2013,8,217,WIL-02 8/05/2013,NA,10,NA,NA,10,NA,NA,0.1,25,20.6,17.1,CLEAR,NA,LIGHT RAIN,NA,ROUGH,NA
WIL-02,2013-08-07T10:25:00Z,2013-08-07,2013,8,219,WIL-02 8/07/2013,NA,10,NA,NA,10,NA,NA,0,26,19.6,16.6,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2013-08-12T11:47:00Z,2013-08-12,2013,8,224,WIL-02 8/12/2013,NA,10,NA,NA,10,NA,NA,0,27,20.7,18,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2013-08-14T10:20:00Z,2013-08-14,2013,8,226,WIL-02 8/14/2013,NA,20,NA,NA,20,NA,NA,0.01,28,23,16.1,PARTLY CLOUDY,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2013-08-19T11:50:00Z,2013-08-19,2013,8,231,WIL-02 8/19/2013,NA,10,NA,NA,10,NA,NA,0,28,28.4,14.6,PARTLY CLOUDY,NA,NO RAIN,NA,CALM,NA
WIL-02,2013-08-21T10:15:00Z,2013-08-21,2013,8,233,WIL-02 8/21/2013,NA,272,NA,NA,272,NA,NA,0,NA,22.4,16.4,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2013-08-26T12:00:00Z,2013-08-26,2013,8,238,WIL-02 8/26/2013,NA,199,NA,NA,199,NA,NA,1,27,26.1,18.2,PARTLY CLOUDY,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2013-08-28T10:30:00Z,2013-08-28,2013,8,240,WIL-02 8/28/2013,NA,20,NA,NA,20,NA,NA,0,30,18.1,17.1,OVERCAST,NA,NO RAIN,NA,CALM,NA
WIL-02,2014-05-28T10:00:00Z,2014-05-28,2014,5,148,WIL-02 5/28/2014,NA,602,NA,NA,602,NA,NA,0.5,26,9.3,9.9,RAIN,NA,LIGHT RAIN,NA,ROUGH,NA
WIL-02,2014-05-29T12:25:00Z,2014-05-29,2014,5,149,WIL-02 5/29/2014,NA,NA,10,U,10,TRUE,NA,0.75,31,13.7,11.9,CLEAR,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2014-06-11T10:15:00Z,2014-06-11,2014,6,162,WIL-02 6/11/2014,NA,NA,10,U,10,TRUE,NA,0,29,18.3,14.3,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2014-06-16T11:30:00Z,2014-06-16,2014,6,167,WIL-02 6/16/2014,NA,31,NA,NA,31,NA,NA,0,28,21.7,16.7,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2014-06-18T10:05:00Z,2014-06-18,2014,6,169,WIL-02 6/18/2014,NA,30,NA,NA,30,NA,NA,NA,32,25.8,13.5,PARTLY CLOUDY,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2014-06-02T11:15:00Z,2014-06-02,2014,6,153,WIL-02 6/2/2014,NA,NA,10,U,10,TRUE,NA,0,29,18.6,13.6,CLEAR,NA,NO RAIN,NA,ROUGH,NA
WIL-02,2014-06-23T09:20:00Z,2014-06-23,2014,6,174,WIL-02 6/23/2014,NA,NA,10,U,10,TRUE,NA,0,31,19.4,14.2,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2014-06-25T09:15:00Z,2014-06-25,2014,6,176,WIL-02 6/25/2014,NA,20,NA,NA,20,NA,NA,0,32,25.4,13.1,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2014-06-30T10:45:00Z,2014-06-30,2014,6,181,WIL-02 6/30/2014,NA,10,NA,NA,10,NA,NA,0,29,27,16.2,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2014-06-04T10:00:00Z,2014-06-04,2014,6,155,WIL-02 6/4/2014,NA,NA,10,U,10,TRUE,NA,0.14,29,12.7,12.1,OVERCAST,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2014-06-09T11:15:00Z,2014-06-09,2014,6,160,WIL-02 6/9/2014,NA,10,NA,NA,10,NA,NA,0,28,21.7,13.7,PARTLY CLOUDY,NA,NO RAIN,NA,CALM,NA
WIL-02,2014-07-14T10:15:00Z,2014-07-14,2014,7,195,WIL-02 7/14/2014,NA,199,NA,NA,199,NA,NA,0.25,30,23.4,17.1,CLEAR,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2014-07-16T10:00:00Z,2014-07-16,2014,7,197,WIL-02 7/16/2014,NA,134,NA,NA,134,NA,NA,1.5,32,21.5,14.2,OVERCAST,NA,HEAVY RAIN,NA,CALM,NA
WIL-02,2014-07-02T09:15:00Z,2014-07-02,2014,7,183,WIL-02 7/2/2014,NA,20,NA,NA,20,NA,NA,0,32,27.4,14.3,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2014-07-21T11:10:00Z,2014-07-21,2014,7,202,WIL-02 7/21/2014,NA,NA,10,U,10,TRUE,NA,0,31,19.4,14.3,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2014-07-23T10:00:00Z,2014-07-23,2014,7,204,WIL-02 7/23/2014,NA,NA,10,U,10,TRUE,NA,0,31,30.5,15.4,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2014-07-28T10:15:00Z,2014-07-28,2014,7,209,WIL-02 7/28/2014,NA,97,NA,NA,97,NA,NA,0.25,30,17.9,15.3,RAIN,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2014-07-30T09:00:00Z,2014-07-30,2014,7,211,WIL-02 7/30/2014,NA,241,NA,NA,241,NA,NA,1,30,18.2,15.2,OVERCAST,NA,MEDIUM RAIN,NA,CALM,NA
WIL-02,2014-07-07T11:40:00Z,2014-07-07,2014,7,188,WIL-02 7/7/2014,NA,NA,10,U,10,TRUE,NA,0,32,28.3,15.3,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2014-07-09T09:45:00Z,2014-07-09,2014,7,190,WIL-02 7/9/2014,NA,NA,10,U,10,TRUE,NA,0,33,28,11.4,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2014-08-11T11:20:00Z,2014-08-11,2014,8,223,WIL-02 8/11/2014,NA,327,NA,NA,327,NA,NA,0,33,23.4,17.6,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2014-08-13T09:15:00Z,2014-08-13,2014,8,225,WIL-02 8/13/2014,NA,145,NA,NA,145,NA,NA,0.125,31,20.3,15.6,RAIN,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2014-08-20T10:00:00Z,2014-08-20,2014,8,232,WIL-02 8/20/2014,NA,41,NA,NA,41,NA,NA,0,32,23.1,17.1,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2014-08-25T11:30:00Z,2014-08-25,2014,8,237,WIL-02 8/25/2014,NA,20,NA,NA,20,NA,NA,0,31,24.3,17,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2014-08-27T09:10:00Z,2014-08-27,2014,8,239,WIL-02 8/27/2014,NA,73,NA,NA,73,NA,NA,0,NA,NA,NA,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2014-08-04T10:00:00Z,2014-08-04,2014,8,216,WIL-02 8/4/2014,NA,10,NA,NA,10,NA,NA,0,31,19.4,17.3,PARTLY CLOUDY,NA,NO RAIN,NA,CALM,NA
WIL-02,2014-08-06T10:00:00Z,2014-08-06,2014,8,218,WIL-02 8/6/2014,NA,84,NA,NA,84,NA,NA,0.12,32,23.1,17.3,OVERCAST,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2015-06-01T12:45:00Z,2015-06-01,2015,6,152,WIL-02 6/1/2015,NOT APPLICABLE,1540,10,NA,1540,NA,NA,1.5,30,10.1999998092651,10.8999996185303,RAIN,NA,HEAVY RAIN,NA,ROUGH,NA
WIL-02,2015-06-10T09:50:00Z,2015-06-10,2015,6,161,WIL-02 6/10/2015,NOT APPLICABLE,10,10,NA,10,NA,NA,0,32,22,12.1999998092651,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2015-06-15T12:00:00Z,2015-06-15,2015,6,166,WIL-02 6/15/2015,NOT APPLICABLE,20,10,NA,20,NA,NA,0.5,33,16.2000007629395,11.6999998092651,OVERCAST,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2015-06-17T09:45:00Z,2015-06-17,2015,6,168,WIL-02 6/17/2015,NOT APPLICABLE,10,10,NA,10,NA,NA,0.25,32,18.2999992370605,14.1999998092651,CLEAR,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2015-06-22T12:33:00Z,2015-06-22,2015,6,173,WIL-02 6/22/2015,NOT APPLICABLE,10,10,NA,10,NA,NA,2,30,19.2999992370605,16.6000003814697,PARTLY CLOUDY,NA,MEDIUM RAIN,NA,CALM,NA
WIL-02,2015-06-24T09:45:00Z,2015-06-24,2015,6,175,WIL-02 6/24/2015,NOT APPLICABLE,156,10,NA,156,NA,NA,0,29,22.1000003814697,15.3000001907349,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2015-06-29T12:45:00Z,2015-06-29,2015,6,180,WIL-02 6/29/2015,NOT APPLICABLE,173,10,NA,173,NA,NA,1.5,31,21.6000003814697,15.1999998092651,PARTLY CLOUDY,NA,HEAVY RAIN,NA,CALM,NA
WIL-02,2015-06-03T10:00:00Z,2015-06-03,2015,6,154,WIL-02 6/3/2015-RS,REANALYSIS,108,10,NA,108,NA,NA,0.5,38,10,11.5,PARTLY CLOUDY,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2015-06-30T13:15:00Z,2015-06-30,2015,6,181,WIL-02 6/30/2015-RS,REANALYSIS,52,10,NA,52,NA,NA,0.25,31,25,15.6000003814697,PARTLY CLOUDY,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2015-06-08T12:42:00Z,2015-06-08,2015,6,159,WIL-02 6/8/2015,NOT APPLICABLE,NA,10,U,10,TRUE,NA,0,33,15.5,11.8999996185303,OVERCAST,NA,NO RAIN,NA,CALM,NA
WIL-02,2015-07-01T10:15:00Z,2015-07-01,2015,7,182,WIL-02 7/1/2015,NOT APPLICABLE,1439,10,NA,1439,NA,NA,1,29,16,14.1000003814697,RAIN,NA,MEDIUM RAIN,NA,CALM,NA
WIL-02,2015-07-13T12:45:00Z,2015-07-13,2015,7,194,WIL-02 7/13/2015,NOT APPLICABLE,10,10,NA,10,NA,NA,0,31,20.7999992370605,16.5,PARTLY CLOUDY,NA,NO RAIN,NA,CALM,NA
WIL-02,2015-07-15T10:15:00Z,2015-07-15,2015,7,196,WIL-02 7/15/2015,NOT APPLICABLE,NA,10,U,10,TRUE,NA,0.100000001490116,31,19.5,15.3000001907349,OVERCAST,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2015-07-02T10:50:00Z,2015-07-02,2015,7,183,WIL-02 7/2/2015-RS,REANALYSIS,41,10,NA,41,NA,NA,0.25,31,24,14.3000001907349,CLEAR,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2015-07-20T11:45:00Z,2015-07-20,2015,7,201,WIL-02 7/20/2015,NOT APPLICABLE,226,10,NA,226,NA,NA,1,30,21.7999992370605,19.7999992370605,PARTLY CLOUDY,NA,HEAVY RAIN,NA,ROUGH,NA
WIL-02,2015-07-21T11:15:00Z,2015-07-21,2015,7,202,WIL-02 7/21/2015-RS,REANALYSIS,262,10,NA,262,NA,NA,1,31,18.2999992370605,17.1000003814697,OVERCAST,NA,HEAVY RAIN,NA,CALM,NA
WIL-02,2015-07-22T10:00:00Z,2015-07-22,2015,7,203,WIL-02 7/22/2015-RS,REANALYSIS,134,10,NA,134,NA,NA,0,31,23.1000003814697,17.2000007629395,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2015-07-27T12:50:00Z,2015-07-27,2015,7,208,WIL-02 7/27/2015,NOT APPLICABLE,NA,10,U,10,TRUE,NA,1,31,21.8999996185303,18.6000003814697,PARTLY CLOUDY,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2015-07-06T12:30:00Z,2015-07-06,2015,7,187,WIL-02 7/6/2015,NOT APPLICABLE,20,10,NA,20,NA,NA,0,31,24.2000007629395,15.8000001907349,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2015-07-08T10:15:00Z,2015-07-08,2015,7,189,WIL-02 7/8/2015,NOT APPLICABLE,30,10,NA,30,NA,NA,0.5,31,24.7999992370605,14,PARTLY CLOUDY,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2015-08-10T12:45:00Z,2015-08-10,2015,8,222,WIL-02 8/10/2015,NOT APPLICABLE,NA,10,U,10,TRUE,NA,0,31,20.2000007629395,18.7999992370605,PARTLY CLOUDY,NA,NO RAIN,NA,CALM,NA
WIL-02,2015-08-12T10:15:00Z,2015-08-12,2015,8,224,WIL-02 8/12/2015,NOT APPLICABLE,332,10,NA,332,NA,NA,2,31,21.1000003814697,NA,PARTLY CLOUDY,NA,HEAVY RAIN,NA,CALM,NA
WIL-02,2015-08-13T10:15:00Z,2015-08-13,2015,8,225,WIL-02 8/13/2015-RS,REANALYSIS,350,10,NA,350,NA,NA,0.5,30,20.8999996185303,16.1000003814697,CLEAR,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2015-08-17T12:45:00Z,2015-08-17,2015,8,229,WIL-02 8/17/2015,NOT APPLICABLE,30,10,NA,30,NA,NA,0,30,23,18.8999996185303,PARTLY CLOUDY,NA,NO RAIN,NA,CALM,NA
WIL-02,2015-08-19T10:30:00Z,2015-08-19,2015,8,231,WIL-02 8/19/2015,NOT APPLICABLE,10,10,NA,10,NA,NA,0,30,22.7000007629395,19.7999992370605,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2015-08-24T11:45:00Z,2015-08-24,2015,8,236,WIL-02 8/24/2015,NOT APPLICABLE,NA,10,U,10,TRUE,NA,0.35,30,20.7999992370605,19.3999996185303,OVERCAST,NA,MEDIUM RAIN,NA,CALM,NA
WIL-02,2015-08-26T10:00:00Z,2015-08-26,2015,8,238,WIL-02 8/26/2015,NOT APPLICABLE,NA,10,U,10,TRUE,NA,0.75,30,21.2000007629395,18.2000007629395,OVERCAST,NA,MEDIUM RAIN,NA,CALM,NA
WIL-02,2015-08-03T12:50:00Z,2015-08-03,2015,8,215,WIL-02 8/3/2015,NOT APPLICABLE,20,10,NA,20,NA,NA,0,30,28,16.2000007629395,PARTLY CLOUDY,NA,NO RAIN,NA,CALM,NA
WIL-02,2015-08-31T12:45:00Z,2015-08-31,2015,8,243,WIL-02 8/31/2015,NOT APPLICABLE,41,10,NA,41,NA,NA,0,30,25.1000003814697,15.1000003814697,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2015-08-05T10:15:00Z,2015-08-05,2015,8,217,WIL-02 8/5/2015,NOT APPLICABLE,20,10,NA,20,NA,NA,1,31,24.3999996185303,17.3999996185303,CLEAR,NA,MEDIUM RAIN,NA,CALM,NA
WIL-02,2016-06-01T10:15:00Z,2016-06-01,2016,6,153,WIL-02 6/1/2016,NOT APPLICABLE,6130,10,NA,6130,NA,NA,0,33,19.3,13.8,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2016-06-13T12:45:00Z,2016-06-13,2016,6,165,WIL-02 6/13/2016,NOT APPLICABLE,NA,10,U,10,TRUE,NA,0.08,35,18.8,13.8,PARTLY CLOUDY,NA,LIGHT RAIN,NA,ROUGH,NA
WIL-02,2016-06-15T10:00:00Z,2016-06-15,2016,6,167,WIL-02 6/15/2016,NOT APPLICABLE,NA,10,U,10,TRUE,NA,0.25,33,24.4,13.4,CLEAR,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2016-06-02T13:30:00Z,2016-06-02,2016,6,154,WIL-02 6/2/2016-RS,REANALYSIS,NA,10,U,10,TRUE,NA,0,35,15.8,14.2,PARTLY CLOUDY,NA,NO RAIN,NA,CALM,NA
WIL-02,2016-06-20T12:45:00Z,2016-06-20,2016,6,172,WIL-02 6/20/2016,NOT APPLICABLE,41,10,NA,41,NA,NA,0,33,21.8,20.1,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2016-06-22T10:15:00Z,2016-06-22,2016,6,174,WIL-02 6/22/2016,NOT APPLICABLE,82,10,NA,82,NA,NA,0,33,19.9,14.8,PARTLY CLOUDY,NA,NO RAIN,NA,CALM,NA
WIL-02,2016-06-27T12:45:00Z,2016-06-27,2016,6,179,WIL-02 6/27/2016,NOT APPLICABLE,NA,10,U,10,TRUE,NA,0,35,26.4,18.1,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2016-06-29T11:00:00Z,2016-06-29,2016,6,181,WIL-02 6/29/2016,NOT APPLICABLE,97,10,NA,97,NA,NA,1,34,20.1,13.2,RAIN,NA,HEAVY RAIN,NA,CALM,NA
WIL-02,2016-06-06T12:45:00Z,2016-06-06,2016,6,158,WIL-02 6/6/2016,NOT APPLICABLE,512,10,NA,512,NA,NA,3,35,18.9,15.2,PARTLY CLOUDY,NA,HEAVY RAIN,NA,CALM,NA
WIL-02,2016-06-07T12:15:00Z,2016-06-07,2016,6,159,WIL-02 6/7/2016-RS,REANALYSIS,228,10,NA,228,NA,NA,0.5,33,18.1,NA,OVERCAST,NA,MEDIUM RAIN,NA,CALM,NA
WIL-02,2016-06-08T10:15:00Z,2016-06-08,2016,6,160,WIL-02 6/8/2016,NOT APPLICABLE,73,10,NA,73,NA,NA,1,33,20,16.1,CLEAR,NA,HEAVY RAIN,NA,CALM,NA
WIL-02,2016-07-11T12:45:00Z,2016-07-11,2016,7,193,WIL-02 7/11/2016,NOT APPLICABLE,10,10,NA,10,NA,NA,1,34,20.8,19.1,CLEAR,NA,HEAVY RAIN,NA,CALM,NA
WIL-02,2016-07-13T10:15:00Z,2016-07-13,2016,7,195,WIL-02 7/13/2016,NOT APPLICABLE,10,10,NA,10,NA,NA,0,33,24.4,18.3,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2016-07-18T12:45:00Z,2016-07-18,2016,7,200,WIL-02 7/18/2016,NOT APPLICABLE,20,10,NA,20,NA,NA,0.3,34,27.1,17.7,PARTLY CLOUDY,NA,MEDIUM RAIN,NA,CALM,NA
WIL-02,2016-07-20T10:15:00Z,2016-07-20,2016,7,202,WIL-02 7/20/2016,NOT APPLICABLE,10,10,NA,10,NA,NA,0,34,23.8,17.3,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2016-07-25T10:15:00Z,2016-07-25,2016,7,207,WIL-02 7/25/2016,NOT APPLICABLE,98,10,NA,98,NA,NA,0,34,23.8,17.3,CLEAR,NA,NO RAIN,NA,CALM,NA
WIL-02,2016-07-27T10:15:00Z,2016-07-27,2016,7,209,WIL-02 7/27/2016,NOT APPLICABLE,10,10,NA,10,NA,NA,0.5,34,26.4,18.4,CLEAR,NA,LIGHT RAIN,NA,CALM,NA
WIL-02,2016-07-06T12:45:00Z,2016-07-06,2016,7,188,WIL-02 7/6/2016,NOT APPLICABLE,NA,10,U,10,TRUE,NA,0,34,25.9,16.3,CLEAR,NA,NO RAIN,NA,CALM,NA
